texto_original,texto_limpo,tokens,comentarios,likes,compartilhamentos,repostagens,total,data_hora,author_handle,author_displayName,image_ref
Breaking: Donald Trump has been sworn in as the nation's 47th president,breaking donald trump sworn nations th president,"['breaking', 'donald', 'trump', 'sworn', 'nations', 'th', 'president']",12,4,1,1,18,2025-01-20T17:05:05.954Z,wsj.com,The Wall Street Journal,False
"Donald Trump is set to become the nation’s 47th president.

Watch his swearing-in ceremony live and follow our updates.",donald trump set become nations th president watch swearingin ceremony live follow updates,"['donald', 'trump', 'set', 'become', 'nations', 'th', 'president', 'watch', 'swearingin', 'ceremony', 'live', 'follow', 'updates']",11,4,1,0,16,2025-01-20T17:00:57.649Z,wsj.com,The Wall Street Journal,False
President-elect Donald Trump is breaking President Biden’s record as the oldest president to be sworn in,presidentelect donald trump breaking president bidens record oldest president sworn,"['presidentelect', 'donald', 'trump', 'breaking', 'president', 'bidens', 'record', 'oldest', 'president', 'sworn']",15,47,13,6,81,2025-01-20T16:25:10.760Z,wsj.com,The Wall Street Journal,False
A who’s who list of tech heavyweights has been arriving at the inauguration in what will be an extraordinary display of the industry’s clout—and compromise,whos list tech heavyweights arriving inauguration extraordinary display industrys cloutand compromise,"['whos', 'list', 'tech', 'heavyweights', 'arriving', 'inauguration', 'extraordinary', 'display', 'industrys', 'cloutand', 'compromise']",18,13,1,4,36,2025-01-20T16:21:54.349Z,wsj.com,The Wall Street Journal,False
"President-elect Donald Trump and Melania Trump have met with President Biden and Dr. Jill Biden at the White House for coffee and tea.

Follow live coverage: https://on.wsj.com/4jpnWcV",presidentelect donald trump melania trump met president biden dr jill biden white house coffee tea follow live coverage,"['presidentelect', 'donald', 'trump', 'melania', 'trump', 'met', 'president', 'biden', 'dr', 'jill', 'biden', 'white', 'house', 'coffee', 'tea', 'follow', 'live', 'coverage']",12,13,1,2,28,2025-01-20T15:46:19.264Z,wsj.com,The Wall Street Journal,False
"President-elect Donald Trump will sign 10 immigration-related executive orders soon after he is sworn in that would end recognition of automatic birthright citizenship and attempt to end asylum at the border, according to incoming White House officials",presidentelect donald trump sign immigrationrelated executive orders soon sworn would end recognition automatic birthright citizenship attempt end asylum border according incoming white house officials,"['presidentelect', 'donald', 'trump', 'sign', 'immigrationrelated', 'executive', 'orders', 'soon', 'sworn', 'would', 'end', 'recognition', 'automatic', 'birthright', 'citizenship', 'attempt', 'end', 'asylum', 'border', 'according', 'incoming', 'white', 'house', 'officials']",13,15,7,2,37,2025-01-20T15:40:02.369Z,wsj.com,The Wall Street Journal,False
"Donald Trump is set to be sworn in as 47th president.

• He will move to end birthright citizenship, send troops to border
• He plans to rename the Gulf of Mexico, Mount Denali
• Trump arrives at the White House to meet with the Bidens

Watch live and follow our updates.",donald trump set sworn th president move end birthright citizenship send troops border plans rename gulf mexico mount denali trump arrives white house meet bidens watch live follow updates,"['donald', 'trump', 'set', 'sworn', 'th', 'president', 'move', 'end', 'birthright', 'citizenship', 'send', 'troops', 'border', 'plans', 'rename', 'gulf', 'mexico', 'mount', 'denali', 'trump', 'arrives', 'white', 'house', 'meet', 'bidens', 'watch', 'live', 'follow', 'updates']",7,6,0,2,15,2025-01-20T15:39:08.352Z,wsj.com,The Wall Street Journal,False
A look at 11 economic and pop-culture indicators that trace America’s path as Donald Trump gets ready to start his second term as president,look economic popculture indicators trace americas path donald trump gets ready start second term president,"['look', 'economic', 'popculture', 'indicators', 'trace', 'americas', 'path', 'donald', 'trump', 'gets', 'ready', 'start', 'second', 'term', 'president']",4,10,2,1,17,2025-01-20T15:30:03.360Z,wsj.com,The Wall Street Journal,False
"Trump plans to rename the Gulf of Mexico and Mount Denali in executive orders today. The Gulf of Mexico will be renamed the Gulf of America, and Mount Denali, the highest mountain in North America, will once again be called Mount McKinley.",trump plans rename gulf mexico mount denali executive orders today gulf mexico renamed gulf america mount denali highest mountain north america called mount mckinley,"['trump', 'plans', 'rename', 'gulf', 'mexico', 'mount', 'denali', 'executive', 'orders', 'today', 'gulf', 'mexico', 'renamed', 'gulf', 'america', 'mount', 'denali', 'highest', 'mountain', 'north', 'america', 'called', 'mount', 'mckinley']",38,18,14,12,82,2025-01-20T15:25:02.949Z,wsj.com,The Wall Street Journal,False
"Green shoots from President Biden’s big initiatives are starting to pop in Terre Haute, Ind., and elsewhere—many in red states",green shoots president bidens big initiatives starting pop terre haute ind elsewheremany red states,"['green', 'shoots', 'president', 'bidens', 'big', 'initiatives', 'starting', 'pop', 'terre', 'haute', 'ind', 'elsewheremany', 'red', 'states']",7,31,3,2,43,2025-01-20T15:20:02.675Z,wsj.com,The Wall Street Journal,False
Russian President Vladimir Putin said his country was open to dialogue with the new Trump administration on the conflict in Ukraine,russian president vladimir putin said country open dialogue new trump administration conflict ukraine,"['russian', 'president', 'vladimir', 'putin', 'said', 'country', 'open', 'dialogue', 'new', 'trump', 'administration', 'conflict', 'ukraine']",15,11,3,1,30,2025-01-20T15:16:08.054Z,wsj.com,The Wall Street Journal,False
"President-elect Trump will sign executive orders on Monday ending diversity, equity and inclusion programs across the federal government and instituting a policy recognizing individuals’ biological sex rather than their expressed gender identity",presidentelect trump sign executive orders monday ending diversity equity inclusion programs across federal government instituting policy recognizing individuals biological sex rather expressed gender identity,"['presidentelect', 'trump', 'sign', 'executive', 'orders', 'monday', 'ending', 'diversity', 'equity', 'inclusion', 'programs', 'across', 'federal', 'government', 'instituting', 'policy', 'recognizing', 'individuals', 'biological', 'sex', 'rather', 'expressed', 'gender', 'identity']",15,12,10,7,44,2025-01-20T15:10:02.558Z,wsj.com,The Wall Street Journal,False
"Country superstar Carrie Underwood is scheduled to perform “America the Beautiful,” and The Village People and Jason Aldean are expected to perform at an inaugural ball Monday evening",country superstar carrie underwood scheduled perform america beautiful village people jason aldean expected perform inaugural ball monday evening,"['country', 'superstar', 'carrie', 'underwood', 'scheduled', 'perform', 'america', 'beautiful', 'village', 'people', 'jason', 'aldean', 'expected', 'perform', 'inaugural', 'ball', 'monday', 'evening']",17,3,0,2,22,2025-01-20T15:00:30.049Z,wsj.com,The Wall Street Journal,False
"For a year after my son was born, I struggled with postpartum depression. Then one morning in a London hotel room, the fog began to lift, writes Sarah Hoover in an exclusive excerpt from her book, “The Motherload.” 🔗 https://on.wsj.com/4hne9lT",year son born struggled postpartum depression one morning london hotel room fog began lift writes sarah hoover exclusive excerpt book motherload,"['year', 'son', 'born', 'struggled', 'postpartum', 'depression', 'one', 'morning', 'london', 'hotel', 'room', 'fog', 'began', 'lift', 'writes', 'sarah', 'hoover', 'exclusive', 'excerpt', 'book', 'motherload']",0,24,4,0,28,2025-01-20T14:45:02.660Z,wsj.com,The Wall Street Journal,True
China suggested it was willing to work with Donald Trump to keep TikTok operating in the U.S.,china suggested willing work donald trump keep tiktok operating us,"['china', 'suggested', 'willing', 'work', 'donald', 'trump', 'keep', 'tiktok', 'operating', 'us']",9,12,4,2,27,2025-01-20T14:30:02.449Z,wsj.com,The Wall Street Journal,False
"As Democrats retreated ahead of the inauguration, jubilant Trump die-hards flooded into D.C., including Jan. 6 Capitol rioters—even if it meant wearing an ankle monitor with the red pumps",democrats retreated ahead inauguration jubilant trump diehards flooded dc including jan capitol rioterseven meant wearing ankle monitor red pumps,"['democrats', 'retreated', 'ahead', 'inauguration', 'jubilant', 'trump', 'diehards', 'flooded', 'dc', 'including', 'jan', 'capitol', 'rioterseven', 'meant', 'wearing', 'ankle', 'monitor', 'red', 'pumps']",13,21,12,0,46,2025-01-20T14:15:02.657Z,wsj.com,The Wall Street Journal,False
Exclusive: A memo Trump is planning to sign Monday calls for evaluating the U.S. trade relationship with China and investigating trade deficits and unfair trade practices,exclusive memo trump planning sign monday calls evaluating us trade relationship china investigating trade deficits unfair trade practices,"['exclusive', 'memo', 'trump', 'planning', 'sign', 'monday', 'calls', 'evaluating', 'us', 'trade', 'relationship', 'china', 'investigating', 'trade', 'deficits', 'unfair', 'trade', 'practices']",4,15,8,3,30,2025-01-20T14:05:02.860Z,wsj.com,The Wall Street Journal,False
"One Beverly Hills hotel concierge said on the first night of the fires, the lobby was “like Doctor Doolittle.”

“It’s quite nice when you see the elevator opening up and you have sweet dogs coming out.”",one beverly hills hotel concierge said first night fires lobby like doctor doolittle quite nice see elevator opening sweet dogs coming,"['one', 'beverly', 'hills', 'hotel', 'concierge', 'said', 'first', 'night', 'fires', 'lobby', 'like', 'doctor', 'doolittle', 'quite', 'nice', 'see', 'elevator', 'opening', 'sweet', 'dogs', 'coming']",0,43,8,3,54,2025-01-20T14:00:07.652Z,wsj.com,The Wall Street Journal,False
"Exclusive: President-elect Donald Trump will call for a “revolution of common sense” during his inaugural address, according to prepared remarks, as he caps a historic comeback",exclusive presidentelect donald trump call revolution common sense inaugural address according prepared remarks caps historic comeback,"['exclusive', 'presidentelect', 'donald', 'trump', 'call', 'revolution', 'common', 'sense', 'inaugural', 'address', 'according', 'prepared', 'remarks', 'caps', 'historic', 'comeback']",12,3,2,3,20,2025-01-20T13:45:02.759Z,wsj.com,The Wall Street Journal,False
The chaotic scenes as three women were released from Gaza left Israelis anxious about the days ahead and frustrated by the militant propaganda,chaotic scenes three women released gaza left israelis anxious days ahead frustrated militant propaganda,"['chaotic', 'scenes', 'three', 'women', 'released', 'gaza', 'left', 'israelis', 'anxious', 'days', 'ahead', 'frustrated', 'militant', 'propaganda']",4,12,2,1,19,2025-01-20T13:25:02.656Z,wsj.com,The Wall Street Journal,False
Parents are being bombarded with tips for raising more confident and less anxious kids. But what if the answer is simply to spend more quality time with them?,parents bombarded tips raising confident less anxious kids answer simply spend quality time,"['parents', 'bombarded', 'tips', 'raising', 'confident', 'less', 'anxious', 'kids', 'answer', 'simply', 'spend', 'quality', 'time']",7,87,11,1,106,2025-01-20T00:00:04.254Z,wsj.com,The Wall Street Journal,False
